id,clave_sat,state_id/id,name
cfd_mx.res_country_state_municipio_005TAB,005,TAB,Comalcalco
cfd_mx.res_country_state_municipio_005TAM,005,TAM,Burgos
cfd_mx.res_country_state_municipio_005TLA,005,TLA,Apizaco
cfd_mx.res_country_state_municipio_005VER,005,VER,Acula
cfd_mx.res_country_state_municipio_005YUC,005,YUC,Bokobá
cfd_mx.res_country_state_municipio_005ZAC,005,ZAC,Calera
cfd_mx.res_country_state_municipio_006AGU,006,AGU,Pabellón de Arteaga
cfd_mx.res_country_state_municipio_006CAM,006,CAM,Hopelchén
cfd_mx.res_country_state_municipio_006COA,006,COA,Castaños
cfd_mx.res_country_state_municipio_006COL,006,COL,Ixtlahuacán
cfd_mx.res_country_state_municipio_006CHH,006,CHH,Bachíniva
cfd_mx.res_country_state_municipio_006CHP,006,CHP,Amatenango de la Frontera
cfd_mx.res_country_state_municipio_006DIF,006,DIF,Iztacalco
cfd_mx.res_country_state_municipio_006DUR,006,DUR,General Simón Bolívar
cfd_mx.res_country_state_municipio_006GRO,006,GRO,Apaxtla
cfd_mx.res_country_state_municipio_006GUA,006,GUA,Atarjea
cfd_mx.res_country_state_municipio_006HID,006,HID,Alfajayucan
cfd_mx.res_country_state_municipio_006JAL,006,JAL,Ameca
cfd_mx.res_country_state_municipio_006MEX,006,MEX,Almoloya del Río
cfd_mx.res_country_state_municipio_006MIC,006,MIC,Apatzingán
cfd_mx.res_country_state_municipio_006MOR,006,MOR,Cuautla
cfd_mx.res_country_state_municipio_006NAY,006,NAY,Ixtlán del Río
cfd_mx.res_country_state_municipio_006NLE,006,NLE,Apodaca
cfd_mx.res_country_state_municipio_006OAX,006,OAX,Asunción Nochixtlán
cfd_mx.res_country_state_municipio_006PUE,006,PUE,Ahuacatlán
cfd_mx.res_country_state_municipio_006QUE,006,QUE,Corregidora
cfd_mx.res_country_state_municipio_006ROO,006,ROO,José María Morelos
cfd_mx.res_country_state_municipio_006SIN,006,SIN,Culiacán
cfd_mx.res_country_state_municipio_006SLP,006,SLP,Catorce
cfd_mx.res_country_state_municipio_006SON,006,SON,Arizpe
cfd_mx.res_country_state_municipio_006TAB,006,TAB,Cunduacán
cfd_mx.res_country_state_municipio_006TAM,006,TAM,Bustamante
cfd_mx.res_country_state_municipio_006TLA,006,TLA,Calpulalpan
cfd_mx.res_country_state_municipio_006VER,006,VER,Acultzingo
cfd_mx.res_country_state_municipio_006YUC,006,YUC,Buctzotz
cfd_mx.res_country_state_municipio_006ZAC,006,ZAC,Cañitas de Felipe Pescador
cfd_mx.res_country_state_municipio_007AGU,007,AGU,Rincón de Romos
cfd_mx.res_country_state_municipio_007CAM,007,CAM,Palizada
cfd_mx.res_country_state_municipio_007COA,007,COA,Cuatro Ciénegas
cfd_mx.res_country_state_municipio_007COL,007,COL,Manzanillo
cfd_mx.res_country_state_municipio_007CHH,007,CHH,Balleza
cfd_mx.res_country_state_municipio_007CHP,007,CHP,Amatenango del Valle
cfd_mx.res_country_state_municipio_007DIF,007,DIF,Iztapalapa
cfd_mx.res_country_state_municipio_007DUR,007,DUR,Gómez Palacio
cfd_mx.res_country_state_municipio_007GRO,007,GRO,Arcelia
cfd_mx.res_country_state_municipio_007GUA,007,GUA,Celaya
cfd_mx.res_country_state_municipio_007HID,007,HID,Almoloya
cfd_mx.res_country_state_municipio_007JAL,007,JAL,San Juanito de Escobedo
cfd_mx.res_country_state_municipio_007MEX,007,MEX,Amanalco
cfd_mx.res_country_state_municipio_007MIC,007,MIC,Aporo
cfd_mx.res_country_state_municipio_007MOR,007,MOR,Cuernavaca
cfd_mx.res_country_state_municipio_007NAY,007,NAY,Jala
cfd_mx.res_country_state_municipio_007NLE,007,NLE,Aramberri
cfd_mx.res_country_state_municipio_007OAX,007,OAX,Asunción Ocotlán
cfd_mx.res_country_state_municipio_007PUE,007,PUE,Ahuatlán
cfd_mx.res_country_state_municipio_007QUE,007,QUE,Ezequiel Montes
cfd_mx.res_country_state_municipio_007ROO,007,ROO,Lázaro Cárdenas
cfd_mx.res_country_state_municipio_007SIN,007,SIN,Choix
cfd_mx.res_country_state_municipio_007SLP,007,SLP,Cedral
cfd_mx.res_country_state_municipio_007SON,007,SON,Atil
cfd_mx.res_country_state_municipio_007TAB,007,TAB,Emiliano Zapata
cfd_mx.res_country_state_municipio_007TAM,007,TAM,Camargo
cfd_mx.res_country_state_municipio_007TLA,007,TLA,El Carmen Tequexquitla
cfd_mx.res_country_state_municipio_007VER,007,VER,Camarón de Tejeda
cfd_mx.res_country_state_municipio_007YUC,007,YUC,Cacalchén
cfd_mx.res_country_state_municipio_007ZAC,007,ZAC,Concepción del Oro
cfd_mx.res_country_state_municipio_008AGU,008,AGU,San José de Gracia
cfd_mx.res_country_state_municipio_008BCS,008,BCS,Los Cabos
cfd_mx.res_country_state_municipio_008CAM,008,CAM,Tenabo
cfd_mx.res_country_state_municipio_008COA,008,COA,Escobedo
cfd_mx.res_country_state_municipio_008COL,008,COL,Minatitlán
