id,name,state_id/id,municipio_id/id,ciudad_id/id
cfd_mx.res_country_state_cp_07015,07015,DIF,,
cfd_mx.res_country_state_cp_07016,07016,DIF,,
cfd_mx.res_country_state_cp_07017,07017,DIF,,
cfd_mx.res_country_state_cp_07018,07018,DIF,,
cfd_mx.res_country_state_cp_07019,07019,DIF,,
cfd_mx.res_country_state_cp_0702000507,07020,DIF,005,07
cfd_mx.res_country_state_cp_07021,07021,DIF,,
cfd_mx.res_country_state_cp_07022,07022,DIF,,
cfd_mx.res_country_state_cp_07023,07023,DIF,,
cfd_mx.res_country_state_cp_07024,07024,DIF,,
cfd_mx.res_country_state_cp_07025,07025,DIF,,
cfd_mx.res_country_state_cp_07026,07026,DIF,,
cfd_mx.res_country_state_cp_07027,07027,DIF,,
cfd_mx.res_country_state_cp_07028,07028,DIF,,
cfd_mx.res_country_state_cp_07029,07029,DIF,,
cfd_mx.res_country_state_cp_07030,07030,DIF,,
cfd_mx.res_country_state_cp_07031,07031,DIF,,
cfd_mx.res_country_state_cp_07032,07032,DIF,,
cfd_mx.res_country_state_cp_07033,07033,DIF,,
cfd_mx.res_country_state_cp_07034,07034,DIF,,
cfd_mx.res_country_state_cp_07035,07035,DIF,,
cfd_mx.res_country_state_cp_07036,07036,DIF,,
cfd_mx.res_country_state_cp_07037,07037,DIF,,
cfd_mx.res_country_state_cp_07038,07038,DIF,,
cfd_mx.res_country_state_cp_07039,07039,DIF,,
cfd_mx.res_country_state_cp_0704000507,07040,DIF,005,07
cfd_mx.res_country_state_cp_07041,07041,DIF,,
cfd_mx.res_country_state_cp_07042,07042,DIF,,
cfd_mx.res_country_state_cp_07043,07043,DIF,,
cfd_mx.res_country_state_cp_07044,07044,DIF,,
cfd_mx.res_country_state_cp_07045,07045,DIF,,
cfd_mx.res_country_state_cp_07046,07046,DIF,,
cfd_mx.res_country_state_cp_07047,07047,DIF,,
cfd_mx.res_country_state_cp_07048,07048,DIF,,
cfd_mx.res_country_state_cp_07049,07049,DIF,,
cfd_mx.res_country_state_cp_0705000507,07050,DIF,005,07
cfd_mx.res_country_state_cp_07051,07051,DIF,,
cfd_mx.res_country_state_cp_07052,07052,DIF,,
cfd_mx.res_country_state_cp_07053,07053,DIF,,
cfd_mx.res_country_state_cp_07054,07054,DIF,,
cfd_mx.res_country_state_cp_07055,07055,DIF,,
cfd_mx.res_country_state_cp_07056,07056,DIF,,
cfd_mx.res_country_state_cp_07057,07057,DIF,,
cfd_mx.res_country_state_cp_0705800507,07058,DIF,005,07
cfd_mx.res_country_state_cp_0705900507,07059,DIF,005,07
cfd_mx.res_country_state_cp_0706000507,07060,DIF,005,07
cfd_mx.res_country_state_cp_07061,07061,DIF,,
cfd_mx.res_country_state_cp_07062,07062,DIF,,
cfd_mx.res_country_state_cp_07063,07063,DIF,,
cfd_mx.res_country_state_cp_07064,07064,DIF,,
cfd_mx.res_country_state_cp_07065,07065,DIF,,
cfd_mx.res_country_state_cp_07066,07066,DIF,,
cfd_mx.res_country_state_cp_07067,07067,DIF,,
cfd_mx.res_country_state_cp_07068,07068,DIF,,
cfd_mx.res_country_state_cp_0706900507,07069,DIF,005,07
cfd_mx.res_country_state_cp_0707000507,07070,DIF,005,07
cfd_mx.res_country_state_cp_07071,07071,DIF,,
cfd_mx.res_country_state_cp_07072,07072,DIF,,
cfd_mx.res_country_state_cp_07073,07073,DIF,,
cfd_mx.res_country_state_cp_07074,07074,DIF,,
cfd_mx.res_country_state_cp_07075,07075,DIF,,
cfd_mx.res_country_state_cp_07076,07076,DIF,,
cfd_mx.res_country_state_cp_07077,07077,DIF,,
cfd_mx.res_country_state_cp_07078,07078,DIF,,
cfd_mx.res_country_state_cp_07079,07079,DIF,,
cfd_mx.res_country_state_cp_0708000507,07080,DIF,005,07
cfd_mx.res_country_state_cp_07081,07081,DIF,,
cfd_mx.res_country_state_cp_07082,07082,DIF,,
cfd_mx.res_country_state_cp_07083,07083,DIF,,
cfd_mx.res_country_state_cp_07084,07084,DIF,,
cfd_mx.res_country_state_cp_07085,07085,DIF,,
cfd_mx.res_country_state_cp_07086,07086,DIF,,
cfd_mx.res_country_state_cp_07087,07087,DIF,,
cfd_mx.res_country_state_cp_07088,07088,DIF,,
cfd_mx.res_country_state_cp_0708900507,07089,DIF,005,07
cfd_mx.res_country_state_cp_0709000507,07090,DIF,005,07
cfd_mx.res_country_state_cp_07091,07091,DIF,,
cfd_mx.res_country_state_cp_07092,07092,DIF,,
cfd_mx.res_country_state_cp_07093,07093,DIF,,
cfd_mx.res_country_state_cp_07094,07094,DIF,,
cfd_mx.res_country_state_cp_07095,07095,DIF,,
cfd_mx.res_country_state_cp_07096,07096,DIF,,
cfd_mx.res_country_state_cp_07097,07097,DIF,,
cfd_mx.res_country_state_cp_07098,07098,DIF,,
