id,name,state_id/id,municipio_id/id,ciudad_id/id
cfd_mx.res_country_state_cp_20298001,20298,AGU,001,
cfd_mx.res_country_state_cp_2029900101,20299,AGU,001,01
cfd_mx.res_country_state_cp_2030001103,20300,AGU,011,03
cfd_mx.res_country_state_cp_20301,20301,AGU,,
cfd_mx.res_country_state_cp_20302,20302,AGU,,
cfd_mx.res_country_state_cp_2030301103,20303,AGU,011,03
cfd_mx.res_country_state_cp_2030401103,20304,AGU,011,03
cfd_mx.res_country_state_cp_2030501103,20305,AGU,011,03
cfd_mx.res_country_state_cp_20306,20306,AGU,,
cfd_mx.res_country_state_cp_20307,20307,AGU,,
cfd_mx.res_country_state_cp_20308,20308,AGU,,
cfd_mx.res_country_state_cp_20309,20309,AGU,,
cfd_mx.res_country_state_cp_20310001,20310,AGU,001,
cfd_mx.res_country_state_cp_20311001,20311,AGU,001,
cfd_mx.res_country_state_cp_20312,20312,AGU,,
cfd_mx.res_country_state_cp_20313001,20313,AGU,001,
cfd_mx.res_country_state_cp_20314001,20314,AGU,001,
cfd_mx.res_country_state_cp_20315001,20315,AGU,001,
cfd_mx.res_country_state_cp_20316001,20316,AGU,001,
cfd_mx.res_country_state_cp_20317001,20317,AGU,001,
cfd_mx.res_country_state_cp_20318,20318,AGU,,
cfd_mx.res_country_state_cp_20319001,20319,AGU,001,
cfd_mx.res_country_state_cp_20320001,20320,AGU,001,
cfd_mx.res_country_state_cp_20321001,20321,AGU,001,
cfd_mx.res_country_state_cp_20322001,20322,AGU,001,
cfd_mx.res_country_state_cp_20323001,20323,AGU,001,
cfd_mx.res_country_state_cp_20324001,20324,AGU,001,
cfd_mx.res_country_state_cp_20325,20325,AGU,,
cfd_mx.res_country_state_cp_20326001,20326,AGU,001,
cfd_mx.res_country_state_cp_20327,20327,AGU,,
cfd_mx.res_country_state_cp_20328001,20328,AGU,001,
cfd_mx.res_country_state_cp_20329001,20329,AGU,001,
cfd_mx.res_country_state_cp_20330010,20330,AGU,010,
cfd_mx.res_country_state_cp_20331,20331,AGU,,
cfd_mx.res_country_state_cp_20332,20332,AGU,,
cfd_mx.res_country_state_cp_20333010,20333,AGU,010,
cfd_mx.res_country_state_cp_20334010,20334,AGU,010,
cfd_mx.res_country_state_cp_20335010,20335,AGU,010,
cfd_mx.res_country_state_cp_20336010,20336,AGU,010,
cfd_mx.res_country_state_cp_20337010,20337,AGU,010,
cfd_mx.res_country_state_cp_20338010,20338,AGU,010,
cfd_mx.res_country_state_cp_20339010,20339,AGU,010,
cfd_mx.res_country_state_cp_20340001,20340,AGU,001,
cfd_mx.res_country_state_cp_20341001,20341,AGU,001,
cfd_mx.res_country_state_cp_20342001,20342,AGU,001,
cfd_mx.res_country_state_cp_20343,20343,AGU,,
cfd_mx.res_country_state_cp_20344001,20344,AGU,001,
cfd_mx.res_country_state_cp_20345001,20345,AGU,001,
cfd_mx.res_country_state_cp_20346001,20346,AGU,001,
cfd_mx.res_country_state_cp_20347,20347,AGU,,
cfd_mx.res_country_state_cp_20348001,20348,AGU,001,
cfd_mx.res_country_state_cp_20349001,20349,AGU,001,
cfd_mx.res_country_state_cp_20350011,20350,AGU,011,
cfd_mx.res_country_state_cp_20351,20351,AGU,,
cfd_mx.res_country_state_cp_20352,20352,AGU,,
cfd_mx.res_country_state_cp_20353011,20353,AGU,011,
cfd_mx.res_country_state_cp_20354,20354,AGU,,
cfd_mx.res_country_state_cp_20355011,20355,AGU,011,
cfd_mx.res_country_state_cp_20356011,20356,AGU,011,
cfd_mx.res_country_state_cp_20357011,20357,AGU,011,
cfd_mx.res_country_state_cp_20358011,20358,AGU,011,
cfd_mx.res_country_state_cp_20359,20359,AGU,,
cfd_mx.res_country_state_cp_20360,20360,AGU,,
cfd_mx.res_country_state_cp_20361,20361,AGU,,
cfd_mx.res_country_state_cp_20362,20362,AGU,,
cfd_mx.res_country_state_cp_20363001,20363,AGU,001,
cfd_mx.res_country_state_cp_20364001,20364,AGU,001,
cfd_mx.res_country_state_cp_20365,20365,AGU,,
cfd_mx.res_country_state_cp_20366001,20366,AGU,001,
cfd_mx.res_country_state_cp_20367001,20367,AGU,001,
cfd_mx.res_country_state_cp_20368,20368,AGU,,
cfd_mx.res_country_state_cp_20369001,20369,AGU,001,
cfd_mx.res_country_state_cp_20370001,20370,AGU,001,
cfd_mx.res_country_state_cp_20371001,20371,AGU,001,
cfd_mx.res_country_state_cp_20372001,20372,AGU,001,
cfd_mx.res_country_state_cp_20373001,20373,AGU,001,
cfd_mx.res_country_state_cp_20374,20374,AGU,,
cfd_mx.res_country_state_cp_20375001,20375,AGU,001,
cfd_mx.res_country_state_cp_20376001,20376,AGU,001,
cfd_mx.res_country_state_cp_20377001,20377,AGU,001,
cfd_mx.res_country_state_cp_20378,20378,AGU,,
cfd_mx.res_country_state_cp_20379001,20379,AGU,001,
cfd_mx.res_country_state_cp_20380,20380,AGU,,
cfd_mx.res_country_state_cp_20381,20381,AGU,,
cfd_mx.res_country_state_cp_20382,20382,AGU,,
cfd_mx.res_country_state_cp_20383,20383,AGU,,
cfd_mx.res_country_state_cp_20384001,20384,AGU,001,
cfd_mx.res_country_state_cp_20385001,20385,AGU,001,
cfd_mx.res_country_state_cp_20386001,20386,AGU,001,
cfd_mx.res_country_state_cp_20387,20387,AGU,,
cfd_mx.res_country_state_cp_20388,20388,AGU,,
cfd_mx.res_country_state_cp_20389001,20389,AGU,001,
cfd_mx.res_country_state_cp_20390001,20390,AGU,001,
cfd_mx.res_country_state_cp_20391001,20391,AGU,001,
cfd_mx.res_country_state_cp_20392001,20392,AGU,001,
cfd_mx.res_country_state_cp_20393001,20393,AGU,001,
cfd_mx.res_country_state_cp_20394001,20394,AGU,001,
cfd_mx.res_country_state_cp_20395001,20395,AGU,001,
cfd_mx.res_country_state_cp_20396001,20396,AGU,001,
cfd_mx.res_country_state_cp_20397,20397,AGU,,
cfd_mx.res_country_state_cp_20398,20398,AGU,,
cfd_mx.res_country_state_cp_20399001,20399,AGU,001,
cfd_mx.res_country_state_cp_2040000706,20400,AGU,007,06
cfd_mx.res_country_state_cp_20401,20401,AGU,,
cfd_mx.res_country_state_cp_20402,20402,AGU,,
cfd_mx.res_country_state_cp_2040300706,20403,AGU,007,06
cfd_mx.res_country_state_cp_2040400706,20404,AGU,007,06
cfd_mx.res_country_state_cp_2040500706,20405,AGU,007,06
cfd_mx.res_country_state_cp_2040600706,20406,AGU,007,06
cfd_mx.res_country_state_cp_20407,20407,AGU,,
cfd_mx.res_country_state_cp_20408,20408,AGU,,
cfd_mx.res_country_state_cp_20409,20409,AGU,,
cfd_mx.res_country_state_cp_2041000706,20410,AGU,007,06
cfd_mx.res_country_state_cp_20411,20411,AGU,,
cfd_mx.res_country_state_cp_20412,20412,AGU,,
cfd_mx.res_country_state_cp_20413,20413,AGU,,
cfd_mx.res_country_state_cp_2041400706,20414,AGU,007,06
cfd_mx.res_country_state_cp_2041500706,20415,AGU,007,06
cfd_mx.res_country_state_cp_2041600706,20416,AGU,007,06
cfd_mx.res_country_state_cp_2041700706,20417,AGU,007,06
cfd_mx.res_country_state_cp_20418,20418,AGU,,
cfd_mx.res_country_state_cp_20419,20419,AGU,,
cfd_mx.res_country_state_cp_20420007,20420,AGU,007,
cfd_mx.res_country_state_cp_20421,20421,AGU,,
cfd_mx.res_country_state_cp_20422,20422,AGU,,
cfd_mx.res_country_state_cp_20423007,20423,AGU,007,
cfd_mx.res_country_state_cp_20424007,20424,AGU,007,
cfd_mx.res_country_state_cp_20425007,20425,AGU,007,
cfd_mx.res_country_state_cp_20426007,20426,AGU,007,
cfd_mx.res_country_state_cp_20427007,20427,AGU,007,
cfd_mx.res_country_state_cp_20428,20428,AGU,,
cfd_mx.res_country_state_cp_20429,20429,AGU,,
cfd_mx.res_country_state_cp_20430007,20430,AGU,007,
cfd_mx.res_country_state_cp_20431,20431,AGU,,
cfd_mx.res_country_state_cp_20432,20432,AGU,,
cfd_mx.res_country_state_cp_20433,20433,AGU,,
cfd_mx.res_country_state_cp_20434007,20434,AGU,007,
cfd_mx.res_country_state_cp_20435007,20435,AGU,007,
cfd_mx.res_country_state_cp_20436007,20436,AGU,007,
cfd_mx.res_country_state_cp_20437007,20437,AGU,007,
cfd_mx.res_country_state_cp_20438,20438,AGU,,
cfd_mx.res_country_state_cp_20439,20439,AGU,,
cfd_mx.res_country_state_cp_20440007,20440,AGU,007,
cfd_mx.res_country_state_cp_20441,20441,AGU,,
cfd_mx.res_country_state_cp_20442,20442,AGU,,
cfd_mx.res_country_state_cp_20443,20443,AGU,,
cfd_mx.res_country_state_cp_20444007,20444,AGU,007,
cfd_mx.res_country_state_cp_20445007,20445,AGU,007,
